Aut,Biblio,001,Campo,$9,$a,SC2
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=20539,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20842,=001  20842,650,20539,b'PLANIMETRIA'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22403,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20945,=001  20945,650,22403,b'TRANSPORTE DE PASAJEROS'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16742,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20946,=001  20946,650,16742,b'CONSTRUCCION DE HORMIGON'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=20088,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20946,=001  20946,650,20088,b'MUELLES[PUERTOS]'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=18266,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20947,=001  20947,650,18266,b'FERROCARRILES'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22490,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20947,=001  20947,650,22490,b'TUNELES DE FERROCARRIL'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=14703,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20947,=001  20947,700,14703,"b'Wauters, Carlos'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16187,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20948,=001  20948,650,16187,b'CANALES NAVEGABLES'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16749,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20948,=001  20948,650,16749,b'CONSTRUCCION DE PUERTOS'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=11713,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20948,=001  20948,700,11713,"b'Rebuelto, Antonio'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16186,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20949,=001  20949,650,16186,b'CANALES DE RIEGO'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16739,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20949,=001  20949,650,16739,b'CONSTRUCCION DE ALBA\xc3\x91ILERIA'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17310,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20949,=001  20949,650,17310,b'DIQUES FLUVIALES[PEQUE\xc3\x91OS]'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17330,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20950,=001  20950,650,17330,b'DISE\xc3\x91O'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22620,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20950,=001  20950,650,22620,b'VIAS DE FERROCARRIL'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16742,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20951,=001  20951,650,16742,b'CONSTRUCCI\xc3\x93N DE HORMIGON'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=18096,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20951,=001  20951,650,18096,b'ESTRUCTURAS HIDRAULICAS'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16169,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20952,=001  20952,650,16169,b'CAMINOS'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=20376,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20952,=001  20952,650,20376,b'PAVIMENTOS'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21201,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20953,=001  20953,650,21201,b'RECONOCIMIENTO TOPOGRAFICO'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16186,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20954,=001  20954,650,16186,b'CANALES DE RIEGO'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17309,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20954,=001  20954,650,17309,b'DIQUES'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=3142,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20954,=001  20954,700,3142,"b'Casti\xc3\xb1eiras, Julio R.'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=8275,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20954,=001  20954,700,8275,"b'Latzina, Eduardo'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19151,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20955,=001  20955,650,19151,b'INSTALACIONES Y ESTRUCTURAS FERROVIARIAS'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21257,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20955,=001  20955,650,21257,b'RED DE FERROCARRILES'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22449,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20955,=001  20955,650,22449,b'TRENES'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21022,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20956,=001  20956,650,21022,b'PUENTES DE CARRETERAS'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=14703,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20957,=001  20957,700,14703,"b'Wauters, Carlos'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16017,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20958,=001  20958,650,16017,b'BOMBAS CENTR\xc3\x8dFUGAS'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16186,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20958,=001  20958,650,16186,b'CANALES DE RIEGO'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=10681,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20959,=001  20959,100,10681,"b'Palazzo, Pascual'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16186,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20959,=001  20959,650,16186,b'CANALES DE RIEGO'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22496,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20959,=001  20959,650,22496,b'TURBINAS HIDRAULICAS'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16180,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20960,=001  20960,650,16180,b'CANALES'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21023,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20960,=001  20960,650,21023,b'PUENTES DE HORMIGON'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16748,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20961,=001  20961,650,16748,b'CONSTRUCCION DE PUENTES'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21022,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20961,=001  20961,650,21022,b'PUENTES DE CARRETERAS'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21024,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20961,=001  20961,650,21024,b'PUENTES DE MADERA'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16741,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20962,=001  20962,650,16741,b'CONSTRUCCION DE CARRETERAS'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=3906,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20962,=001  20962,700,3906,"b'Curutchet, Luis'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=8275,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20962,=001  20962,700,8275,"b'Latzina, Eduardo'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=15394,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20963,=001  20963,650,15394,b'AGRIMENSURA'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19400,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20963,=001  20963,650,19400,b'LEVANTAMIENTOS TOPOGRAFICOS'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21201,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20963,=001  20963,650,21201,b'RECONOCIMIENTO TOPOGRAFICO'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=3906,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20963,=001  20963,700,3906,"b'Curutchet, Luis'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=15235,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20964,=001  20964,650,15235,b'ABASTECIMIENTO DE AGUA'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16017,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20964,=001  20964,650,16017,b'BOMBAS CENTRIFUGAS'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=20676,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20964,=001  20964,650,20676,b'POZOS DE AGUA'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=11146,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20965,=001  20965,100,11146,"b'Piccinini, Rodolfo E.'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=18266,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20965,=001  20965,650,18266,b'FERROCARRILES'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19151,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20965,=001  20965,650,19151,b'INSTALACIONES Y ESTRUCTURAS FERROVIARIAS'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16749,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20966,=001  20966,650,16749,b'CONSTRUCCION DE PUERTOS'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=18740,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20967,=001  20967,650,18740,b'GRANITO'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19529,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20967,=001  20967,650,19529,b'MAMPOSTERIA'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16307,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20968,=001  20968,650,16307,b'CENTRALES HIDROELECTRICAS'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=18618,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20968,=001  20968,650,18618,b'GENERADORES HIDROELECTRICOS'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16739,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20969,=001  20969,650,16739,b'CONSTRUCCION DE ALBA\xc3\x91ILERIA'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17655,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20969,=001  20969,650,17655,b'EMBALSES[AGUA]'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=20117,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20969,=001  20969,650,20117,b'MUROS DE CONTENCION'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=8275,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20969,=001  20969,700,8275,"b'Latzina, Eduardo'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=18932,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20970,=001  20970,650,18932,b'ILUMINACION ELECTRICA'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19323,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20970,=001  20970,650,19323,b'LAMPARAS DE INCANDESCENCIA'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19326,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20970,=001  20970,650,19326,b'LAMPARAS ELECTRICAS'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16186,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20971,=001  20971,650,16186,b'CANALES DE RIEGO'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17712,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20971,=001  20971,650,17712,b'ENERGIA DE LOS CURSOS DE AGUA'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=18605,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20971,=001  20971,650,18605,b'GENERACION DE ENERGIA ELECTRICA'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=3142,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20971,=001  20971,700,3142,"b'Casti\xc3\xb1eiras, Julio R.'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=14703,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20971,=001  20971,700,14703,"b'Wauters, Carlos'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=15436,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20972,=001  20972,650,15436,b'ALCANTARILLAS'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19151,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20972,=001  20972,650,19151,b'INSTALACIONES Y ESTRUCTURAS FERROVIARIAS'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=4573,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20972,=001  20972,700,4573,"b'Durrieu, Mauricio'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=18266,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20973,=001  20973,650,18266,b'FERROCARRILES'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22490,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20973,=001  20973,650,22490,b'TUNELES DE FERROCARRIL'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21257,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20974,=001  20974,650,21257,b'RED DE FERROCARRILES'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22110,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20975,=001  20975,650,22110,b'TELEGRAFO'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22391,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20975,=001  20975,650,22391,b'TRANSPORTADORES NEUMATICOS'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17330,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20976,=001  20976,650,17330,b'DISE\xc3\x91O'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=18266,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20976,=001  20976,650,18266,b'FERROCARRILES'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16017,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20977,=001  20977,650,16017,b'BOMBAS CENTR\xc3\x8dFUGAS'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=20545,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20977,=001  20977,650,20545,b'PLANTAS DE BOMBEO'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21480,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20977,=001  20977,650,21480,b'RIEGO'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=18755,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20978,=001  20978,650,18755,b'GRUAS PORTICO'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=8275,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20978,=001  20978,700,8275,"b'Latzina, Eduardo'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17076,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20980,=001  20980,650,17076,b'DEFORMACION ELASTICA'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=20481,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20980,=001  20980,650,20481,b'PILAS DE PUENTES'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=18649,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20981,=001  20981,650,18649,b'GEOMETRIA ANALITICA'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19620,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20981,=001  20981,650,19620,b'MATEMATICA APLICADA'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22449,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20982,=001  20982,650,22449,b'TRENES'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22597,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20982,=001  20982,650,22597,b'VEHICULOS ELECTRICOS'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=15391,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20983,=001  20983,650,15391,b'AGRICULTURA'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17462,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20983,=001  20983,650,17462,b'DRENAJE'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22254,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20983,=001  20983,650,22254,b'TIERRAS'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21026,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20984,=001  20984,650,21026,b'PUENTES FERROVIARIOS'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=12715,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20985,=001  20985,100,12715,"b'Schang, Benjam\xc3\xadn'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=18550,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20985,=001  20985,650,18550,b'FUNDICION DE HIERRO'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21026,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20985,=001  20985,650,21026,b'PUENTES FERROVIARIOS'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17330,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20986,=001  20986,650,17330,b'DISE\xc3\x91O'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17104,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20987,=001  20987,650,17104,b'DEPOSITOS'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=19473,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20987,=001  20987,650,19473,b'LOCOMOTORAS'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16180,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20989,=001  20989,650,16180,b'CANALES'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22646,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20989,=001  20989,650,22646,b'VIGAS DE CELOSIA'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=18266,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20990,=001  20990,650,18266,b'FERROCARRILES'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16303,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20992,=001  20992,650,16303,b'CENTRALES ENERG\xc3\x89TICAS'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=21800,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20992,=001  20992,650,21800,b'SISTEMAS DE ENERGIA ELECTRICA'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=17643,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20993,=001  20993,650,17643,b'ELIMINACION DE AGUAS RESIDUALES'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=22428,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20993,=001  20993,650,22428,b'TRATAMIENTO DE AGUAS DE ALCANTARILLADO'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/authorities/detail.pl?authid=16187,http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  20994,=001  20994,650,16187,b'CANALES NAVEGABLES'
