Link,001,Campo,$a,SC2
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  FALTA\aig,=001  FALTA\aig,100,"b'Silveyra Olazabal, Luis'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  FALTA\aig,=001  FALTA\aig,650,b'ADOQUINES'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  FALTA\aig,=001  FALTA\aig,650,b'PAVIMENTOS ARTICULADOS'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  FALTA\aig,=001  FALTA\aig,700,"b'Balbi\xcc\x81n, Valenti\xcc\x81n'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  FALTA\aig,=001  FALTA\aig,700,"b'Bu\xcc\x88tner, Adolfo T.'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  FALTA\aig,=001  FALTA\aig,700,"b'Rossetti, Emilio'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  FALTA\aig,=001  FALTA\aig,100,"b'Aguirre, Eduardo'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  FALTA\aig,=001  FALTA\aig,650,b'PUENTES DE MENSULA'
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  FALTA\aig,=001  FALTA\aig,700,"b'Silveyra, Luis'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  FALTA\aig,=001  FALTA\aig,100,"b'Allaria Amezaga, Jose\xcc\x81 A.'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  FALTA\aig,=001  FALTA\aig,700,"b'Dubecq, Rau\xcc\x81l E.'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  FALTA\aig,=001  FALTA\aig,700,"b'Duclout, Jorge'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  FALTA\aig,=001  FALTA\aig,700,"b'Huergo, Eduardo'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  FALTA\aig,=001  FALTA\aig,700,"b'Rabinovich, Delfi\xcc\x81n'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  FALTA\aig,=001  FALTA\aig,700,"b'Romero, Julia\xcc\x81n'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  FALTA\aig,=001  FALTA\aig,100,"b'Amespil, Lorenzo'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  FALTA\aig,=001  FALTA\aig,100,"b'Amore\xcc\x81tti, Fe\xcc\x81lix'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  FALTA\aig,=001  FALTA\aig,100,"b'Anselmo, Julio C.'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  FALTA\aig,=001  FALTA\aig,100,"b'Arambarri, Alberto'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  FALTA\aig,=001  FALTA\aig,100,"b'Arce, Santiago'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  FALTA\aig,=001  FALTA\aig,100,"b'Argan\xcc\x83araz, Trista\xcc\x81n R.'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  FALTA\aig,=001  FALTA\aig,700,"b'Duclout, Jorge'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  FALTA\aig,=001  FALTA\aig,700,"b'Mercau, Agusti\xcc\x81n'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  FALTA\aig,=001  FALTA\aig,700,"b'Romero, Julia\xcc\x81n'"
http://catalogo.fi.uba.ar:8080/cgi-bin/koha/cataloguing/addbiblio.pl?biblionumber==001  FALTA\aig,=001  FALTA\aig,700,"b'Segovia, Fernando'"
